CODIGO;DESCRIPCION;LATITUD;LONGITUD;DIRECION;CP;POBLACION;PROVINCIA;PAIS;CERCANIAS;FEVE;COMUN
01001;EL SORBITO (APD-CGD)                    ;37.2084750;-5.7066420;;;ALCALÁ DE GUADAÍRA;SEVILLA;ESPAÑA;NO;NO;
01002;LA TRINIDAD   (APT-CGD)                 ;;;;;ALCALÁ DE GUADAÍRA;SEVILLA;ESPAÑA;NO;NO;
01003;ARAHAL                                  ;37.2680810;-5.5485140;Calle Virgen de los Dolores, S/N;41600;ARAHAL;SEVILLA;ESPAÑA;NO;NO;
01004;PARADAS (APD-CGD)                       ;;;;;PARADAS;SEVILLA;ESPAÑA;NO;NO;
01005;MARCHENA                                ;37.3342820;-5.4255190;Avenida Maestro Santos Ruano, 8;41620;MARCHENA;SEVILLA;ESPAÑA;NO;NO;
01006;OJUELOS-LANTEJUELA (APD)                ;;;;;MARCHENA;SEVILLA;ESPAÑA;NO;NO;
01007;OSUNA                                   ;37.2338990;-5.1150260;Avenida Estacion Ferrocarril, S/N;41640;OSUNA;SEVILLA;ESPAÑA;NO;NO;
01008;AGUADULCE (APD)                         ;;;;;AGUADULCE;SEVILLA;ESPAÑA;NO;NO;
01009;PEDRERA                                 ;37.2223960;-4.8935190;Calle Manuel Aranda, 3;41566;PEDRERA;SEVILLA;ESPAÑA;NO;NO;
02002;PUENTE GENIL-HERRERA                    ;37.3579000;-4.8216380;Carretera A-318 - Km. 9 - Entre los Pueblos de Puente Genil (Córdoba) y Herrera (Sevilla);14500;PUENTE GENIL;CÓRDOBA;ESPAÑA;NO;NO;PTE G
02003;ANTEQUERA-SANTA ANA                     ;37.0698810;-4.7190140;Carretera Ma-5406 - Estacion Ferrocarril, S/N;29540;ANTEQUERA;MÁLAGA;ESPAÑA;NO;NO;ANTEQ
02030;ANTEQUERA AV                            ;37.0334437;-4.5612901;;;ANTEQUERA;MÁLAGA;ESPAÑA;NO;NO;ANTEQ
02110;CAJA CENTRAL (MADRID                    ;;;;;MADRID;MADRID;ESPAÑA;SI;NO;
02115;CAJA DE BARCELONA                       ;;;;;BARCELONA;BARCELONA;ESPAÑA;SI;NO;
03001;MENGÍBAR-ARTICHUELA (APD-CGD)           ;37.9782190;-3.8033080;Calle Camino Estacion Ferrocarril, S/N;23620;MENGÍBAR;JAÉN;ESPAÑA;NO;NO;
03002;VILLARGORDO (APD)                       ;37.9133590;-3.7848290;;;JAÉN;JAÉN;ESPAÑA;NO;NO;
03003;GRANENA (APD-CGD)                       ;37.8477120;-3.7653990;;;JAÉN;JAÉN;ESPAÑA;NO;NO;
03100;JAÉN                                    ;37.7798270;-3.7907980;Plaza de Jaen por la Paz, 1;23007;JAÉN;JAÉN;ESPAÑA;NO;NO;
03102;TORREDELCAMP(APD-CGD)                   ;;;;;TORRE DEL CAMPO;JAÉN;ESPAÑA;NO;NO;
03103;TORREDONJIMENO  (APD-CGD)               ;;;;;TORREDONJIMENO;JAÉN;ESPAÑA;NO;NO;
03104;MARTOS  (APD-CGD)                       ;;;;;MARTOS;JAÉN;ESPAÑA;NO;NO;
03105;VADO-JAEN (APD)                         ;;;;;MARTOS;JAÉN;ESPAÑA;NO;NO;
03106;ALCAUDETE-FTE. DE ORBE                  ;;;;;ALCAUDETE;JAÉN;ESPAÑA;NO;NO;
03107;COLLADO DE LAS ARCAS (APD)              ;;;;;LUQUE;JAÉN;ESPAÑA;NO;NO;
03108;LUQUE                                   ;;;;;LUQUE;JAÉN;ESPAÑA;NO;NO;
03109;ZUHEROS (APD)                           ;;;;;ZUHEROS;JAÉN;ESPAÑA;NO;NO;
03110;DONA MENCIA (APD)                       ;;;;;DOÑA MENCÍA;JAÉN;ESPAÑA;NO;NO;
03111;CABRA DE CORDOBA                        ;;;;;CABRA;JAÉN;ESPAÑA;NO;NO;
03112;LUCENA                                  ;;;;;LUCENA;JAÉN;ESPAÑA;NO;NO;
03113;MORILES                                 ;;;;;MORILES;JAÉN;ESPAÑA;NO;NO;
03208;CUENCA FERNANDO ZÓBEL                   ;40.0351920;-2.1444100;Avenida Cerro de la Estrella, S/N - N-320 - Circunvalacion de Cuenca;16004;CUENCA;CUENCA;ESPAÑA;NO;NO;CUENC
03213;REQUENA UTIEL                           ;39.5198340;-1.1276010;Autovia A3 - Salida 285;46340;REQUENA;VALENCIA/VALÈNCIA;ESPAÑA;NO;NO;
03216;VALENCIA JOAQUÍN SOROLLA                ;39.4590510;-0.3829230;Calle San Vicente Martir, 171;46007;VALENCIA;VALENCIA/VALÈNCIA;ESPAÑA;SI;NO;VALEN
03309;VILLENA AV                              ;38.5853020;-0.8732950;Partida de San Juan, 182;03400;VILLENA;ALICANTE/ALACANT;ESPAÑA;SI;NO;
03410;ELCHE AV/ELX AV                         ;38.2455100;-0.7667500;Calle Nieve, 0;03006;ELCHE/ELX;ALICANTE/ALACANT;ESPAÑA;SI;NO;
03412;CALLOSA DE SEGURA - COX                 ;38.1227708;-0.8745727;;;CALLOSA DE SEGURA;ALICANTE/ALACANT;ESPAÑA;SI;NO;
04001;LINARES-PASEO LINAREJOS                 ;40.3471890;-3.6645780;;;LINARES;JAÉN;ESPAÑA;NO;NO;
04007;GUADALAJARA - YEBES                     ;40.5873150;-3.1243010;Carretera N-320 Sacedon-Cuenca, Km 268;19000;YEBES;GUADALAJARA;ESPAÑA;NO;NO;GUADA
04040;ZARAGOZA-DELICIAS                       ;41.658649 ;-0.911615 ;Calle Rioja, 33;50011;ZARAGOZA;ZARAGOZA;ESPAÑA;SI;NO;ZARAG
04104;CAMP TARRAGONA                          ;41.1920660;1.27266600;Calle Mas L Hereuet, S/N;43765;TARRAGONA;TARRAGONA;ESPAÑA;SI;NO;TARRA
04307;FIGUERES VILAFANT                       ;42.2647710;2.94354700;Avinguda Puig Grau, S/N;17740;VILAFANT;GIRONA;ESPAÑA;NO;NO;
05000;GRANADA                                 ;37.1840380;-3.6091540;Avenida de los Andaluces, S/N;18014;GRANADA;GRANADA;ESPAÑA;NO;NO;
05002;ATARFE-SANTAFE                          ;37.2163140;-3.6945830;;;ATARFE;GRANADA;ESPAÑA;NO;NO;
05003;SIERRA ELVIRA (APD-CGD)                 ;37.2331880;-3.7314770;;;ATARFE;GRANADA;ESPAÑA;NO;NO;
05004;PINOS PONTE   (APT-CGD)                 ;37.2472310;-3.7561480;;;PINOS PUENTE;GRANADA;ESPAÑA;NO;NO;
05005;ANZOLA (APD)                            ;37.2518180;-3.7933200;;;PINOS PUENTE;GRANADA;ESPAÑA;NO;NO;
05006;SAN PASCUAL (APD-CGD)                   ;37.2451100;-3.8286970;;;PINOS PUENTE;GRANADA;ESPAÑA;NO;NO;
05007;ILLORA-LACHAR (APD)                     ;37.2500689;-3.8590180;;;ILLORA;GRANADA;ESPAÑA;NO;NO;
05008;ALOMARTES (APD)                         ;37.2422010;-3.9113020;;;ILLORA;GRANADA;ESPAÑA;NO;NO;
05009;TOCON-MONTEFRIO   (APT)                 ;37.2328410;-3.9623810;;;ILLORA;GRANADA;ESPAÑA;NO;NO;
05010;VILLANUEVA MESIA (APD)                  ;37.2205019;-4.0117280;;;VILLANUEVA MESÍA;GRANADA;ESPAÑA;NO;NO;
05011;HUETOR-TAJAR (APD)                      ;37.2034610;-4.0599590;;;HUÉTOR TÁJAR;GRANADA;ESPAÑA;NO;NO;
05012;LOJA                                    ;37.1753720;-4.1348410;;;LOJA;GRANADA;ESPAÑA;NO;NO;
05013;LOJA-SAN FRANCISCO                      ;37.1748680;-4.1494790;Plaza Estacion Ferrocarril, 56;18300;LOJA;GRANADA;ESPAÑA;NO;NO;
05014;RIOFRIO (APD)                           ;37.1480899;-4.2035280;;;LOJA;GRANADA;ESPAÑA;NO;NO;
05015;SALINAS-VILLANUEVA TAPIA (APT)          ;37.1224720;-4.2984420;;;ARCHIDONA;MÁLAGA;ESPAÑA;NO;NO;
05016;ARCHIDONA   (APT)                       ;37.1345720;-4.4259410;;;ARCHIDONA;MÁLAGA;ESPAÑA;NO;NO;
05019;ANTEQUERA-CIUDAD                        ;37.0281710;-4.5609110;Barriada Estacion, S/N;29200;ANTEQUERA;MÁLAGA;ESPAÑA;NO;NO;ANTEQ
05020;LAS MARAVILLAS (APD)                    ;;;;;ANTEQUERA;MÁLAGA;ESPAÑA;NO;NO;
05023;LA PENA (APT-CGD)                       ;;;;;ANTEQUERA;MÁLAGA;ESPAÑA;NO;NO;
05102;SAN XOÁN                                ;43.494664 ;-8.213713 ;Estrada San Xoan, S/N;15404;FERROL;CORUÑA, A;ESPAÑA;SI;SI;
05103;SANTA ICÍA                              ;43.500113 ;-8.199581 ;Rua Estacion Ferrocarril, 2;15570;NARÓN;CORUÑA, A;ESPAÑA;SI;SI;
05104;VIRXE DO MAR                            ;43.496509 ;-8.204876 ;Rua Ponte Das Cabras, S/N;15570;NARÓN;CORUÑA, A;ESPAÑA;SI;SI;
05105;PIÑEIROS                                ;43.509526 ;-8.183968 ;Rua Cerrallon de Arriba, S/N;15572;NARÓN;CORUÑA, A;ESPAÑA;SI;SI;
05106;O PONTO                                 ;43.514774 ;-8.177783 ;Rua Maria Soliña, 13;15572;NARÓN;CORUÑA, A;ESPAÑA;SI;SI;
05107;XUVIA                                   ;43.517113 ;-8.161322 ;Carretera de Castela con Travesia Feve;15570;NARÓN;CORUÑA, A;ESPAÑA;SI;SI;
05108;O ALTO DO CASTIÑEIRO                    ;43.503179 ;-8.195559 ;Rua Torre, S/N;15570;NARÓN;CORUÑA, A;ESPAÑA;SI;SI;
05109;FERRERÍAS                               ;43.527976 ;-8.150454 ;Camiño do Apeadoiro Prados, S/N;15570;NARÓN;CORUÑA, A;ESPAÑA;SI;SI;
05110;SANTANDER-FEVE                          ;43.4588690;-3.8110650;;;SANTANDER;CANTABRIA;ESPAÑA;NO;SI;
05111;SEDES                                   ;43.542607 ;-8.140199 ;Carretera Ag-64 - Estacion Ferrocarril, S/N;15570;NARÓN;CORUÑA, A;ESPAÑA;SI;SI;
05113;PEDROSO DE NARÓN                        ;43.536748 ;-8.109213 ;Calle Aldea Mosteiro, 4;15597;NARÓN;CORUÑA, A;ESPAÑA;SI;SI;
05115;SAN SADURNIÑO                           ;43.546021 ;-8.077931 ;Carretera Dp-7603 - Lugar Orxas, 7;15560;SAN SADURNIÑO;CORUÑA, A;ESPAÑA;SI;SI;
05117;LAMAS                                   ;43.5472900;-8.0492450;Carretera Ac-862 - Estacion Ferrocarril, S/N;15562;SAN SADURNIÑO;CORUÑA, A;ESPAÑA;SI;SI;
05119;APALLA                                  ;43.5504630;-8.0186490;Calle Estacion Ferrocarril S/N;15563;SAN SADURNIÑO;CORUÑA, A;ESPAÑA;SI;SI;
05121;MOECHE                                  ;43.562171 ;-8.002732 ;Carretera Cp-4901 - Estacion Ferrocarril, S/N;15563;MOECHE;CORUÑA, A;ESPAÑA;SI;SI;
05123;LABACENGOS                              ;43.56528  ;-7.980225 ;Carretera Dp-4902 - Estacion Ferrocarril, S/N;15564;MOECHE;CORUÑA, A;ESPAÑA;SI;SI;
05125;ENTRAMBARRÍAS                           ;43.57706  ;-7.954257 ;Calle Estacion Ferrocarril S/N;15564;MOECHE;CORUÑA, A;ESPAÑA;SI;SI;
05127;CERDIDO                                 ;43.5872050;-7.9346260;Carretera Ac-110 - Estacion Ferrocarril, S/N;15563;CERDIDO;CORUÑA, A;ESPAÑA;SI;SI;
05129;A CUQUEIRA                              ;43.6078760;-7.9218320;Calle Estacion Ferrocarril S/N;15569;CERDIDO;CORUÑA, A;ESPAÑA;SI;SI;
05131;SANTA MARIA DE MERA                     ;43.6409800;-7.9161920;Carretera Ac-862 - Estacion Ferrocarril, S/N;15349;ORTIGUEIRA;CORUÑA, A;ESPAÑA;SI;SI;
05133;PONTEMERA                               ;43.6660730;-7.9026410;Carretera Ac-862 - Estacion Ferrocarril, S/N;15340;ORTIGUEIRA;CORUÑA, A;ESPAÑA;SI;SI;
05135;SAN CLODIO                              ;43.660887 ;-7.873495 ;Carretera Ac-862 - Estacion Ferrocarril, S/N;15368;RIBAS DE SIL;CORUÑA, A;ESPAÑA;SI;SI;
05137;SERNA                                   ;43.668783 ;-7.8545455;Carretera Ac-862 - Estacion Ferrocarril, S/N;15368;ORTIGUEIRA;CORUÑA, A;ESPAÑA;SI;SI;
05139;ORTIGUEIRA                              ;43.686268 ;-7.849488 ;Avenida Juan Luis Pla Martinez, S/N;15330;ORTIGUEIRA;CORUÑA, A;ESPAÑA;SI;SI;
05141;ESPASANTE                               ;43.70888  ;-7.804897 ;Carretera Ac-862 - Estacion Ferrocarril, S/N;15339;ORTIGUEIRA;CORUÑA, A;ESPAÑA;NO;SI;
05143;LOIBA                                   ;43.7303930;-7.7500440;Carretera Cp-6104 - Estacion Ferrocarril, S/N;15339;ORTIGUEIRA;CORUÑA, A;ESPAÑA;NO;SI;
05145;O BARQUEIRO                             ;43.735649 ;-7.70288  ;Carretera Estacion Ferrocarril, 6;15337;MAÑÓN;CORUÑA, A;ESPAÑA;NO;SI;
05147;O VICEDO                                ;43.7310260;-7.6732150;Rua Deputacion - Camiño Sacido, S/N;27860;VICEDO (O);LUGO;ESPAÑA;NO;SI;
05149;MOSENDE                                 ;43.706194 ;-7.635477 ;Carretera A Fraderia, S/N;27861;VICEDO (O);LUGO;ESPAÑA;NO;SI;
05151;FOLGUEIRO                               ;43.692766 ;-7.635048 ;Carretera Lu-862 - Estacion Ferrocarril, S/N;27860;VICEDO (O);LUGO;ESPAÑA;NO;SI;
05153;FEVE-COVAS DE VIVEIRO                   ;43.670275 ;-7.614613 ;Camino Escolar Estacion Ferrocarril, S/N;27861;VIVEIRO;LUGO;ESPAÑA;NO;SI;
05155;VIVEIRO                                 ;43.6569   ;-7.60033  ;Avenida Xunqueira Esquina Rua Verxeles, S/N;27869;VIVEIRO;LUGO;ESPAÑA;NO;SI;
05156;VIVEIRO APDRO.                          ;43.6614350;-7.5945320;Camiño Altamira, 2;27869;VIVEIRO;LUGO;ESPAÑA;NO;SI;
05157;XUANCES                                 ;43.687991 ;-7.553904 ;Camiño O Cruzeiro - Estacion Ferrocarril, S/N;27877;XOVE;LUGO;ESPAÑA;NO;SI;
05159;XOVE POBO                               ;43.683567 ;-7.510921 ;Camino Apeadero, S/N;27878;XOVE;LUGO;ESPAÑA;NO;SI;
05161;XOVE                                    ;43.681138 ;-7.495251 ;Carretera Lu-862 - Estacion Ferrocarril, S/N;27878;XOVE;LUGO;ESPAÑA;NO;SI;
05163;LAGO                                    ;43.687108 ;-7.481942 ;Carretera Lu-2602 - Estacion Ferrocarril, S/N;27878;XOVE;LUGO;ESPAÑA;NO;SI;
05165;BIDUEIROS                               ;43.696712 ;-7.468843 ;Camino Monte Galis, S/N;27890;CERVO;LUGO;ESPAÑA;NO;SI;
05167;SAN CIBRAO                              ;43.692319 ;-7.44177  ;Carretera Lu-P-1510 - Estacion Ferrocarril, S/N;27890;CERVO;LUGO;ESPAÑA;NO;SI;
05169;MADEIRO                                 ;43.686219 ;-7.412863 ;Carretera Lu-P-1510 - Estacion Ferrocarril, S/N;27891;CERVO;LUGO;ESPAÑA;NO;SI;
05171;BURELA                                  ;43.660607 ;-7.361183 ;Rua Nosa Señora do Carme, 10;27880;BURELA;LUGO;ESPAÑA;NO;SI;
05173;CANGAS DE FOZ                           ;43.626106 ;-7.333309 ;Camino Alamparte, S/N;27892;FOZ;LUGO;ESPAÑA;NO;SI;
05175;NOIS                                    ;43.610309 ;-7.312222 ;Carretera N-642 - Estacion Ferrocarril, S/N;27893;FOZ;LUGO;ESPAÑA;NO;SI;
05177;FAZOURO                                 ;43.600457 ;-7.299843 ;Carretera Xeneral Fazouro, 4;27789;FOZ;LUGO;ESPAÑA;NO;SI;
05179;MARZÁN                                  ;43.57475  ;-7.26936  ;Rua Pena Parda, S/N;27787;FOZ;LUGO;ESPAÑA;NO;SI;
05181;FOZ                                     ;43.560886 ;-7.272235 ;Carretera Xeral Pedreira - Rua Xoiña, S/N;27788;FOZ;LUGO;ESPAÑA;NO;SI;
05183;BARREIROS                               ;43.5473660;-7.2252870;Carretera Remior, S/N;27792;BARREIROS;LUGO;ESPAÑA;NO;SI;
05185;REINANTE                                ;43.5498700;-7.1743150;Carretera Lu-P-0604 - Estacion Ferrocarril, S/N;27794;BARREIROS;LUGO;ESPAÑA;NO;SI;
05187;ESTEIRO                                 ;43.551697 ;-7.146099 ;Carretera Lu-P-0610 - Estacion Ferrocarril, S/N;27795;RIBADEO;LUGO;ESPAÑA;NO;SI;
05189;OS CASTROS                              ;43.55157  ;-7.130895 ;Carretera Lu-P-5208 - Estacion Ferrocarril, S/N;27795;RIBADEO;LUGO;ESPAÑA;NO;SI;
05191;RINLO                                   ;43.549761 ;-7.108645 ;Carretera Lu-141 - Estacion Ferrocarril, S/N;27797;RIBADEO;LUGO;ESPAÑA;NO;SI;
05193;RIBADEO                                 ;43.53607  ;-7.055572 ;Rua Paco Lanza, 9;27700;RIBADEO;LUGO;ESPAÑA;NO;SI;
05195;VEGADEO                                 ;43.4731616;-7.050645 ;;;VEGADEO;ASTURIAS;ESPAÑA;NO;SI;
05197;A VEIGA/VEGADEO                         ;43.479667 ;-7.057327 ;Carretera Cp-52-05 - Estacion Ferrocarril, S/N;33770;VEGADEO;ASTURIAS;ESPAÑA;NO;SI;
05199;VILAVEDEYE                              ;43.4905020;-7.0383530;Carretera N-640 - Estacion Ferrocarril, S/N;33778;CASTROPOL;ASTURIAS;ESPAÑA;NO;SI;
05201;GIJÓN RAM                               ;43.535175 ;-5.698318 ;;;GIJÓN;ASTURIAS;ESPAÑA;SI;NO;GIJON
05203;TREMAÑES-CARREÑO                        ;43.528549 ;-5.694869 ;Camino de la Iglesia - Estacion Ferrocarril, S/N;33211;GIJÓN;ASTURIAS;ESPAÑA;SI;SI;
05204;CENTRU DE TRESPORTES                    ;43.531135 ;-5.706739 ;Centro de Transportes de Gijón, Apeadero del Ferrocarril;33211;GIJÓN;ASTURIAS;ESPAÑA;SI;SI;
05207;ABOÑO APD                               ;43.5550500;-5.7235900;Barrio Aboño-Industria, S/N;33492;CARREÑO;ASTURIAS;ESPAÑA;SI;SI;
05208;XIBARES                                 ;43.565927 ;-5.728723 ;Barrio Xivares 4 - Estacion Ferrocarril, S/N;33492;CARREÑO;ASTURIAS;ESPAÑA;SI;SI;
05209;PERLORA                                 ;43.5807800;-5.7536800;Poligono Perlora Urbano - Estacion Ferrocarril, S/N;33491;CARREÑO;ASTURIAS;ESPAÑA;SI;SI;
05210;CANDÁS APD                              ;43.5865400;-5.7680100;Calle Nuestra Señora Covadeonga, 9;33430;CARREÑO;ASTURIAS;ESPAÑA;SI;SI;
05211;CANDÁS                                  ;43.584718 ;-5.772722 ;Avenida Jose Maria Fernandez Ladrera, 27;33430;CARREÑO;ASTURIAS;ESPAÑA;SI;SI;
05213;EL REGUERAL                             ;43.5804800;-5.7976300;Barrio Regueral, 19 - Estacion Ferrocarril, S/N;33439;CARREÑO;ASTURIAS;ESPAÑA;SI;SI;
05215;SAN ZABORNÍN                            ;43.5690800;-5.8253300;Carretera Ce-1 - Estacion Ferrocarril, S/N;33449;CARREÑO;ASTURIAS;ESPAÑA;SI;SI;
05216;GUDÍN-LLAMINACIÓN                       ;43.552295 ;-5.865382 ;Carretera As-19 - Estacion Ferrocarril, S/N;33460;CORVERA DE ASTURIAS;ASTURIAS;ESPAÑA;SI;SI;
05217;TRASONA/TRESONA                         ;43.5518000;-5.8743800;Carretera As-19 - Estacion Ferrocarril, S/N;33468;CORVERA DE ASTURIAS;ASTURIAS;ESPAÑA;SI;SI;
05218;OFICINES                                ;43.551308 ;-5.877217 ;Avenida de Gjon - Estacion Ferrocarril, S/N;33468;OVIEDO;ASTURIAS;ESPAÑA;SI;SI;
05219;LLARANES                                ;43.5541500;-5.8970300;Plaza Ensidesa, 29;33417;AVILÉS;ASTURIAS;ESPAÑA;SI;SI;
05220;CRISTALERÍA                             ;43.5755430;-5.9293450;Barrio la Maruca, 110 - Estacion de Ferrocarril, S/N;33401;AVILÉS;ASTURIAS;ESPAÑA;SI;SI;
05221;AVILÉS APD                              ;43.554627 ;-5.917472 ;Calle del Muelle, S/N;33402;AVILÉS;ASTURIAS;ESPAÑA;SI;SI;
05222;AVILÉS-CIM                              ;43.5612740;-5.9229240;;;AVILÉS;ASTURIAS;ESPAÑA;SI;SI;
05224;RAÍCES NUEVO/LA FUNDICIÓN               ;43.576334 ;-5.939915 ;Calle Antonio Machado, 2 - Estacion Ferrocarril, S/N;33400;CASTRILLÓN;ASTURIAS;ESPAÑA;SI;SI;
05225;SALINAS                                 ;43.5703900;-5.9566300;Calle el AlgíIl, S/N;33405;CASTRILLÓN;ASTURIAS;ESPAÑA;SI;SI;
05227;PIEDRASBLANCAS                          ;43.556554 ;-5.975562 ;Calle Estacion Ferrocarril, S/N;33450;CASTRILLÓN;ASTURIAS;ESPAÑA;SI;SI;
05229;VEGARROZADAS                            ;43.551162 ;-5.99556  ;Avenida Galicia - Estacion Ferrocarril, S/N;33450;CASTRILLÓN;ASTURIAS;ESPAÑA;SI;SI;
05231;SANTIAGU'L MONTE                        ;43.540979 ;-6.028002 ;Carretera N-632 - Estacion Ferrocarril, S/N;33458;CASTRILLÓN;ASTURIAS;ESPAÑA;SI;SI;
05232;EL PARADOR                              ;43.5352400;-6.0705300;Calle Parador, S/N;33126;SOTO DEL BARCO;ASTURIAS;ESPAÑA;SI;SI;
05233;SOTU'L BARCU                            ;43.5292900;-6.0712400;Calle Estacion Ferrocarril, S/N;33126;SOTO DEL BARCO;ASTURIAS;ESPAÑA;SI;SI;
05235;RIBERAS                                 ;43.502742 ;-6.074331 ;Carretera As-16 - Estacion Ferrocarril, S/N;33127;SOTO DEL BARCO;ASTURIAS;ESPAÑA;SI;SI;
05237;PEÑAULLÁN                               ;43.491163 ;-6.093979 ;Calle Aldea Peñaullan, 801;33127;PRAVIA;ASTURIAS;ESPAÑA;SI;SI;
05239;SANTIANES                               ;43.503755 ;-6.091829 ;Calle Lugar Santianes, 49;33129;PRAVIA;ASTURIAS;ESPAÑA;SI;SI;
05241;LOS CABOS                               ;43.5124440;-6.0975140;Carretera As-224 - Estacion Ferrocarril, S/N;33129;PRAVIA;ASTURIAS;ESPAÑA;SI;SI;
05243;MUROS DE NALÓN                          ;43.542957 ;-6.111114 ;Calle de Francisco Cabal, S/N;33138;MUROS DE NALÓN;ASTURIAS;ESPAÑA;SI;SI;
05244;EL PITO-PIÑERA                          ;43.546893 ;-6.143335 ;Carretera N-632 - Estacion Ferrocarril, S/N;33159;CUDILLERO;ASTURIAS;ESPAÑA;SI;SI;
05245;CUDILLERO                               ;43.550925 ;-6.151968 ;Calle Juan Antonio Bravo - Estacion Ferrocarril, S/N;33159;CUDILLERO;ASTURIAS;ESPAÑA;SI;SI;
05247;VILLADEMAR                              ;43.557065 ;-6.155477 ;Carretera Cu-1 - Estacion Ferrocarril, S/N;33159;CUDILLERO;ASTURIAS;ESPAÑA;NO;SI;
05249;LA MAGDALENA                            ;43.559309 ;-6.184922 ;Carretera N-632A - Estacion Ferrocarril, S/N;33155;CUDILLERO;ASTURIAS;ESPAÑA;NO;SI;
05251;SAN MARTÍN DE LUIÑA                     ;43.5447530;-6.2287020;Carretera As-222 - Estacion Ferrocarril, S/N;33155;CUDILLERO;ASTURIAS;ESPAÑA;NO;SI;
05253;SAN COSME                               ;43.544069 ;-6.248091 ;Carretera As-222 - Estacion Ferrocarril, S/N;33155;CUDILLERO;ASTURIAS;ESPAÑA;NO;SI;
05255;SOTO DE LUIÑA                           ;43.559635 ;-6.234369 ;Carretera Cu-7 - Estacion Ferrocarril, S/N;33156;CUDILLERO;ASTURIAS;ESPAÑA;NO;SI;
05257;VALDREDO                                ;43.56638  ;-6.263234 ;Calle Estacion Ferrocarril S/N;33157;CUDILLERO;ASTURIAS;ESPAÑA;NO;SI;
05259;NOVELLANA                               ;43.557795 ;-6.289593 ;Carretera N-632 - Estacion Ferrocarril, S/N;33157;CUDILLERO;ASTURIAS;ESPAÑA;NO;SI;
05261;SANTA MARINA                            ;43.552674 ;-6.305181 ;Carretera N-632 - Estacion Ferrocarril, S/N;33158;CUDILLERO;ASTURIAS;ESPAÑA;NO;SI;
05263;BALLOTA                                 ;43.5507160;-6.3228120;Carretera N-632 - Estacion Ferrocarril, S/N;33158;CUDILLERO;ASTURIAS;ESPAÑA;NO;SI;
05265;TABLIZU                                 ;43.5472530;-6.3512250;Carretera N-632A - Estacion Ferrocarril, S/N;33780;VALDÉS;ASTURIAS;ESPAÑA;NO;SI;
05267;CADAVÉU                                 ;43.542952 ;-6.391612 ;Carretera As-268 - Estacion Ferrocarril, S/N;33788;VALDÉS;ASTURIAS;ESPAÑA;NO;SI;
05269;SAN CRISTUÉBANU                         ;43.547225 ;-6.415264 ;Carretera San Cristobal - Quintana - Estacion Ferrocarril, S/N;33789;VALDÉS;ASTURIAS;ESPAÑA;NO;SI;
05271;CANEIRU                                 ;43.541913 ;-6.445878 ;Carretera N-632A - Estacion Ferrocarril, S/N;33787;VALDÉS;ASTURIAS;ESPAÑA;NO;SI;
05273;BARCIA                                  ;43.546813 ;-6.50828  ;Calle Estacion Ferrocarril S/N;33787;VALDÉS;ASTURIAS;ESPAÑA;NO;SI;
05275;LUARCA/L.LUARCA                         ;43.537949 ;-6.536617 ;Avenida Estacion Ferrocarril, S/N;33700;VALDÉS;ASTURIAS;ESPAÑA;NO;SI;
05277;OUTUR                                   ;43.540541 ;-6.593562 ;Carretera N-634, Km. 511 - Estacion Ferrocarril, S/N;33792;VALDÉS;ASTURIAS;ESPAÑA;NO;SI;
05279;VILLAPEDRE                              ;43.546723 ;-6.64587  ;Carretera Nv-2 - Estacion Ferrocarril, S/N;33793;NAVIA;ASTURIAS;ESPAÑA;NO;SI;
05281;PIÑERA-VILLAORIL                        ;43.535685 ;-6.685414 ;Carretera Nacional 634, Apeadero del Ferrocarril;33719;NAVIA;ASTURIAS;ESPAÑA;NO;SI;
05283;NAVIA                                   ;43.536802 ;-6.719425 ;Avenida Manuel Suarez, 8;33710;NAVIA;ASTURIAS;ESPAÑA;NO;SI;
05285;MEDAL                                   ;43.545692 ;-6.752994 ;Carretera Cñ-6 - Estacion Ferrocarril, S/N;33719;COAÑA;ASTURIAS;ESPAÑA;NO;SI;
05287;LLOZA                                   ;43.551254 ;-6.771675 ;Carretera Cñ-6 - Estacion Ferrocarril, S/N;33719;COAÑA;ASTURIAS;ESPAÑA;NO;SI;
05289;CARTAVIO                                ;43.550714 ;-6.789622 ;Carretera Cñ-6 - Estacion Ferrocarril, S/N;33719;COAÑA;ASTURIAS;ESPAÑA;NO;SI;
05291;A CARIDÁ                                ;43.547074 ;-6.827541 ;Carretera N-634 - Estacion Ferrocarril, S/N;33746;FRANCO (EL);ASTURIAS;ESPAÑA;NO;SI;
05293;TAPIA                                   ;43.535026 ;-6.909329 ;Carretera As-31 - Estacion Ferocarril, S/N;33747;TAPIA DE CASARIEGO;ASTURIAS;ESPAÑA;NO;SI;
05295;TOL                                     ;43.527204 ;-6.952128 ;Carretera As-32 - Estacion Ferocarril, S/N;33794;CASTROPOL;ASTURIAS;ESPAÑA;NO;SI;
05297;LES CAMPES                              ;43.3638300;-5.8834600;La Campas, 4 (A);33768;CASTROPOL;ASTURIAS;ESPAÑA;NO;SI;
05299;CASTROPOL                               ;43.5095861;-7.0147697;Carretera N-640 - Estacion Ferrocarril, S/N;33769;CASTROPOL;ASTURIAS;ESPAÑA;NO;SI;
05300;EL VALLOBÍN                             ;43.3653000;-5.8649000;Plaza Angel Gonzalez, S/N;33012;OVIEDO;ASTURIAS;ESPAÑA;SI;SI;
